datetime,direct.bid,direct.ask
2015-01-02 15:03:02,109.06,109.07
2015-01-02 15:03:03,109.05,109.06
2015-01-02 15:03:04,109.06,109.07
2015-01-02 15:03:05,109.06,109.07
2015-01-02 15:03:06,109.05,109.06
2015-01-02 15:03:07,109.05,109.06
2015-01-02 15:03:08,109.05,109.06
2015-01-02 15:03:09,109.05,109.06
2015-01-02 15:03:10,109.05,109.06
2015-01-02 15:03:11,109.05,109.06
2015-01-02 15:03:12,109.05,109.06
2015-01-02 15:03:13,109.05,109.06
2015-01-02 15:03:14,109.07,109.08
2015-01-02 15:03:15,109.07,109.08
2015-01-02 15:03:16,109.07,109.08
2015-01-02 15:03:17,109.07,109.08
2015-01-02 15:03:18,109.07,109.08
2015-01-02 15:03:19,109.07,109.08
2015-01-02 15:03:20,109.07,109.08
2015-01-02 15:03:21,109.07,109.08
2015-01-02 15:03:22,109.07,109.08
2015-01-02 15:03:23,109.07,109.08
2015-01-02 15:03:24,109.07,109.08
2015-01-02 15:03:25,109.08,109.09
2015-01-02 15:03:26,109.07,109.08
2015-01-02 15:03:27,109.07,109.08
2015-01-02 15:03:28,109.08,109.09
2015-01-02 15:03:29,109.09,109.1
2015-01-02 15:03:30,109.09,109.1
2015-01-02 15:03:31,109.1,109.11
2015-01-02 15:03:32,109.1,109.11
2015-01-02 15:03:33,109.09,109.11
2015-01-02 15:03:34,109.09,109.1
2015-01-02 15:03:35,109.1,109.11
2015-01-02 15:03:36,109.1,109.11
2015-01-02 15:03:37,109.1,109.11
2015-01-02 15:03:38,109.1,109.11
2015-01-02 15:03:39,109.1,109.11
2015-01-02 15:03:40,109.1,109.11
2015-01-02 15:03:41,109.1,109.11
2015-01-02 15:03:42,109.09,109.1
2015-01-02 15:03:43,109.09,109.1
2015-01-02 15:03:44,109.09,109.1
2015-01-02 15:03:45,109.09,109.1
2015-01-02 15:03:46,109.09,109.1
2015-01-02 15:03:47,109.09,109.1
2015-01-02 15:03:48,109.09,109.1
2015-01-02 15:03:49,109.09,109.1
2015-01-02 15:03:50,109.09,109.1
2015-01-02 15:03:51,109.09,109.1
2015-01-02 15:03:52,109.09,109.1
2015-01-02 15:03:53,109.09,109.1
2015-01-02 15:03:54,109.1,109.11
2015-01-02 15:03:55,109.1,109.11
2015-01-02 15:03:56,109.09,109.1
2015-01-02 15:03:57,109.09,109.1
2015-01-02 15:03:58,109.08,109.09
2015-01-02 15:03:59,109.08,109.09
2015-01-02 15:04:00,109.08,109.09
2015-01-02 15:04:01,109.08,109.1
2015-01-02 15:04:02,109.07,109.08
2015-01-02 15:04:03,109.07,109.08
2015-01-02 15:04:04,109.08,109.09
2015-01-02 15:04:05,109.07,109.08
2015-01-02 15:04:06,109.07,109.08
2015-01-02 15:04:07,109.08,109.09
2015-01-02 15:04:08,109.08,109.09
2015-01-02 15:04:09,109.08,109.09
2015-01-02 15:04:10,109.08,109.09
2015-01-02 15:04:11,109.07,109.08
2015-01-02 15:04:12,109.05,109.06
2015-01-02 15:04:13,109.05,109.06
2015-01-02 15:04:14,109.04,109.05
2015-01-02 15:04:15,109.01,109.02
2015-01-02 15:04:16,109.03,109.04
2015-01-02 15:04:17,109.02,109.03
2015-01-02 15:04:18,109.02,109.03
2015-01-02 15:04:19,109.03,109.04
2015-01-02 15:04:20,109.02,109.03
2015-01-02 15:04:21,109.02,109.03
2015-01-02 15:04:22,109.02,109.03
2015-01-02 15:04:23,109.02,109.03
2015-01-02 15:04:24,109.01,109.02
2015-01-02 15:04:25,109.02,109.03
2015-01-02 15:04:26,109.01,109.02
2015-01-02 15:04:27,109.01,109.02
2015-01-02 15:04:28,109.02,109.03
2015-01-02 15:04:29,109.02,109.03
2015-01-02 15:04:30,109.02,109.03
2015-01-02 15:04:31,109.02,109.03
2015-01-02 15:04:32,109.02,109.03
2015-01-02 15:04:33,109.02,109.03
2015-01-02 15:04:34,109.01,109.02
2015-01-02 15:04:35,109.01,109.02
2015-01-02 15:04:36,109.01,109.02
2015-01-02 15:04:37,109.01,109.02
2015-01-02 15:04:38,109.01,109.02
2015-01-02 15:04:39,109.02,109.03
2015-01-02 15:04:40,109.02,109.03
2015-01-02 15:04:41,109.02,109.03
2015-01-02 15:04:42,109.02,109.03
2015-01-02 15:04:43,109.02,109.03
2015-01-02 15:04:44,109.02,109.03
2015-01-02 15:04:45,109.02,109.03
2015-01-02 15:04:46,109.02,109.03
2015-01-02 15:04:47,109.01,109.02
2015-01-02 15:04:48,109.01,109.02
2015-01-02 15:04:49,109.01,109.02
2015-01-02 15:04:50,109.01,109.02
2015-01-02 15:04:51,109.01,109.02
2015-01-02 15:04:52,109.01,109.02
2015-01-02 15:04:53,109.01,109.02
2015-01-02 15:04:54,109.01,109.02
2015-01-02 15:04:55,109.01,109.02
2015-01-02 15:04:56,109.01,109.02
2015-01-02 15:04:57,109.01,109.02
2015-01-02 15:04:58,109.01,109.02
2015-01-02 15:04:59,109.0,109.01
2015-01-02 15:05:00,109.0,109.01
2015-01-02 15:05:01,109.0,109.01
2015-01-02 15:05:02,109.0,109.01
2015-01-02 15:05:03,109.0,109.01
2015-01-02 15:05:04,109.0,109.01
2015-01-02 15:05:05,109.0,109.01
2015-01-02 15:05:06,109.0,109.01
2015-01-02 15:05:07,109.0,109.01
2015-01-02 15:05:08,109.0,109.01
2015-01-02 15:05:09,109.0,109.01
2015-01-02 15:05:10,109.0,109.01
2015-01-02 15:05:11,109.0,109.01
2015-01-02 15:05:12,109.0,109.01
2015-01-02 15:05:13,109.0,109.01
2015-01-02 15:05:14,109.0,109.01
2015-01-02 15:05:15,109.0,109.01
2015-01-02 15:05:16,109.0,109.01
2015-01-02 15:05:17,109.0,109.01
2015-01-02 15:05:18,109.0,109.01
2015-01-02 15:05:19,109.0,109.01
2015-01-02 15:05:20,109.0,109.01
2015-01-02 15:05:21,109.0,109.01
2015-01-02 15:05:22,109.01,109.01
2015-01-02 15:05:23,109.0,109.01
2015-01-02 15:05:24,109.01,109.02
2015-01-02 15:05:25,109.01,109.02
2015-01-02 15:05:26,109.01,109.02
2015-01-02 15:05:27,109.02,109.03
2015-01-02 15:05:28,109.01,109.02
2015-01-02 15:05:29,109.01,109.02
2015-01-02 15:05:30,109.01,109.02
2015-01-02 15:05:31,109.01,109.02
2015-01-02 15:05:32,109.01,109.02
2015-01-02 15:05:33,109.01,109.02
2015-01-02 15:05:34,109.01,109.02
2015-01-02 15:05:35,109.02,109.03
2015-01-02 15:05:36,109.02,109.03
2015-01-02 15:05:37,109.02,109.03
2015-01-02 15:05:38,109.02,109.03
2015-01-02 15:05:39,109.02,109.03
2015-01-02 15:05:40,109.04,109.05
2015-01-02 15:05:41,109.04,109.05
2015-01-02 15:05:42,109.03,109.04
2015-01-02 15:05:43,109.03,109.04
2015-01-02 15:05:44,109.04,109.05
2015-01-02 15:05:45,109.06,109.07
2015-01-02 15:05:46,109.06,109.07
2015-01-02 15:05:47,109.06,109.07
2015-01-02 15:05:48,109.06,109.07
2015-01-02 15:05:49,109.06,109.07
2015-01-02 15:05:50,109.06,109.07
2015-01-02 15:05:51,109.06,109.07
2015-01-02 15:05:52,109.06,109.07
2015-01-02 15:05:53,109.06,109.07
2015-01-02 15:05:54,109.06,109.07
2015-01-02 15:05:55,109.06,109.07
2015-01-02 15:05:56,109.06,109.07
2015-01-02 15:05:57,109.05,109.06
2015-01-02 15:05:58,109.05,109.06
2015-01-02 15:05:59,109.05,109.07
2015-01-02 15:06:00,109.06,109.07
2015-01-02 15:06:01,109.07,109.08
2015-01-02 15:06:02,109.07,109.08
2015-01-02 15:06:03,109.07,109.08
2015-01-02 15:06:04,109.07,109.08
2015-01-02 15:06:05,109.07,109.08
2015-01-02 15:06:06,109.07,109.08
2015-01-02 15:06:07,109.07,109.08
2015-01-02 15:06:08,109.07,109.08
2015-01-02 15:06:09,109.07,109.08
2015-01-02 15:06:10,109.07,109.08
2015-01-02 15:06:11,109.07,109.08
2015-01-02 15:06:12,109.06,109.07
2015-01-02 15:06:13,109.06,109.07
2015-01-02 15:06:14,109.05,109.06
2015-01-02 15:06:15,109.05,109.06
2015-01-02 15:06:16,109.05,109.06
2015-01-02 15:06:17,109.04,109.05
2015-01-02 15:06:18,109.04,109.05
2015-01-02 15:06:19,109.04,109.05
2015-01-02 15:06:20,109.03,109.04
2015-01-02 15:06:21,109.04,109.05
2015-01-02 15:06:22,109.03,109.04
2015-01-02 15:06:23,109.03,109.04
2015-01-02 15:06:24,109.03,109.04
2015-01-02 15:06:25,109.03,109.04
2015-01-02 15:06:26,109.02,109.03
2015-01-02 15:06:27,109.02,109.03
2015-01-02 15:06:28,109.02,109.03
2015-01-02 15:06:29,109.01,109.02
2015-01-02 15:06:30,109.02,109.03
2015-01-02 15:06:31,109.02,109.03
2015-01-02 15:06:32,109.02,109.03
2015-01-02 15:06:33,109.02,109.03
2015-01-02 15:06:34,109.02,109.03
2015-01-02 15:06:35,109.02,109.03
2015-01-02 15:06:36,109.02,109.03
2015-01-02 15:06:37,109.02,109.03
2015-01-02 15:06:38,109.02,109.03
2015-01-02 15:06:39,109.02,109.03
2015-01-02 15:06:40,109.02,109.03
2015-01-02 15:06:41,109.02,109.03
2015-01-02 15:06:42,109.02,109.03
2015-01-02 15:06:43,109.01,109.02
2015-01-02 15:06:44,109.0,109.01
2015-01-02 15:06:45,108.99,109.0
2015-01-02 15:06:46,108.99,109.0
2015-01-02 15:06:47,108.97,108.98
2015-01-02 15:06:48,108.97,108.98
2015-01-02 15:06:49,108.97,108.98
2015-01-02 15:06:50,108.97,108.98
2015-01-02 15:06:51,108.96,108.98
2015-01-02 15:06:52,108.95,108.96
2015-01-02 15:06:53,108.94,108.95
2015-01-02 15:06:54,108.94,108.95
2015-01-02 15:06:55,108.91,108.92
2015-01-02 15:06:56,108.91,108.93
2015-01-02 15:06:57,108.92,108.93
2015-01-02 15:06:58,108.92,108.93
2015-01-02 15:06:59,108.94,108.95
2015-01-02 15:07:00,108.92,108.93
2015-01-02 15:07:01,108.92,108.93
2015-01-02 15:07:02,108.92,108.93
2015-01-02 15:07:03,108.92,108.93
2015-01-02 15:07:04,108.92,108.93
2015-01-02 15:07:05,108.91,108.92
2015-01-02 15:07:06,108.92,108.93
2015-01-02 15:07:07,108.93,108.94
2015-01-02 15:07:08,108.93,108.94
2015-01-02 15:07:09,108.93,108.94
2015-01-02 15:07:10,108.91,108.93
2015-01-02 15:07:11,108.91,108.93
2015-01-02 15:07:12,108.91,108.93
2015-01-02 15:07:13,108.91,108.92
2015-01-02 15:07:14,108.91,108.92
2015-01-02 15:07:15,108.93,108.94
2015-01-02 15:07:16,108.93,108.94
2015-01-02 15:07:17,108.93,108.94
2015-01-02 15:07:18,108.93,108.94
2015-01-02 15:07:19,108.93,108.94
2015-01-02 15:07:20,108.93,108.94
2015-01-02 15:07:21,108.94,108.95
2015-01-02 15:07:22,108.96,108.97
2015-01-02 15:07:23,108.97,108.98
2015-01-02 15:07:24,108.96,108.97
2015-01-02 15:07:25,108.96,108.97
2015-01-02 15:07:26,108.96,108.97
2015-01-02 15:07:27,108.96,108.97
2015-01-02 15:07:28,108.96,108.97
2015-01-02 15:07:29,108.96,108.97
2015-01-02 15:07:30,108.96,108.97
2015-01-02 15:07:31,108.97,108.98
2015-01-02 15:07:32,108.97,108.98
2015-01-02 15:07:33,108.97,108.98
2015-01-02 15:07:34,108.97,108.98
2015-01-02 15:07:35,108.98,108.99
2015-01-02 15:07:36,108.98,108.99
2015-01-02 15:07:37,108.98,108.99
2015-01-02 15:07:38,108.99,109.0
2015-01-02 15:07:39,108.99,109.0
2015-01-02 15:07:40,108.99,109.0
2015-01-02 15:07:41,108.99,109.0
2015-01-02 15:07:42,108.97,108.99
2015-01-02 15:07:43,108.97,108.98
2015-01-02 15:07:44,108.98,108.99
2015-01-02 15:07:45,108.97,108.98
2015-01-02 15:07:46,108.98,108.99
2015-01-02 15:07:47,108.98,108.99
2015-01-02 15:07:48,108.98,108.99
2015-01-02 15:07:49,108.99,109.0
2015-01-02 15:07:50,108.99,109.0
2015-01-02 15:07:51,108.99,109.0
2015-01-02 15:07:52,108.99,109.0
2015-01-02 15:07:53,108.98,108.99
2015-01-02 15:07:54,108.99,109.0
2015-01-02 15:07:55,108.99,109.0
2015-01-02 15:07:56,108.98,108.99
2015-01-02 15:07:57,108.98,108.99
2015-01-02 15:07:58,108.98,108.99
2015-01-02 15:07:59,108.98,108.99
2015-01-02 15:08:00,108.97,108.99
2015-01-02 15:08:01,108.98,108.99
2015-01-02 15:08:02,108.98,108.99
2015-01-02 15:08:03,108.99,109.0
2015-01-02 15:08:04,109.0,109.01
2015-01-02 15:08:05,109.0,109.01
2015-01-02 15:08:06,109.0,109.01
2015-01-02 15:08:07,109.0,109.01
2015-01-02 15:08:08,109.0,109.01
2015-01-02 15:08:09,109.0,109.01
2015-01-02 15:08:10,109.0,109.01
2015-01-02 15:08:11,108.99,109.0
2015-01-02 15:08:12,108.98,108.99
2015-01-02 15:08:13,108.98,108.99
2015-01-02 15:08:14,108.97,108.98
2015-01-02 15:08:15,108.96,108.97
2015-01-02 15:08:16,108.96,108.97
2015-01-02 15:08:17,108.96,108.97
2015-01-02 15:08:18,108.97,108.98
2015-01-02 15:08:19,108.97,108.98
2015-01-02 15:08:20,108.98,108.99
2015-01-02 15:08:21,108.98,108.99
2015-01-02 15:08:22,108.98,108.99
2015-01-02 15:08:23,108.98,108.99
2015-01-02 15:08:24,108.98,108.99
2015-01-02 15:08:25,108.98,108.99
2015-01-02 15:08:26,108.98,108.99
2015-01-02 15:08:27,108.98,108.99
2015-01-02 15:08:28,108.98,108.99
2015-01-02 15:08:29,109.0,109.01
2015-01-02 15:08:30,109.0,109.01
2015-01-02 15:08:31,108.98,108.99
2015-01-02 15:08:32,108.98,108.99
2015-01-02 15:08:33,108.99,109.0
2015-01-02 15:08:34,108.98,109.0
2015-01-02 15:08:35,108.98,109.0
2015-01-02 15:08:36,108.98,109.0
2015-01-02 15:08:37,108.99,109.0
2015-01-02 15:08:38,109.0,109.01
2015-01-02 15:08:39,109.0,109.01
2015-01-02 15:08:40,109.0,109.01
2015-01-02 15:08:41,109.0,109.01
2015-01-02 15:08:42,109.0,109.01
2015-01-02 15:08:43,109.0,109.01
2015-01-02 15:08:44,109.0,109.01
2015-01-02 15:08:45,109.0,109.01
2015-01-02 15:08:46,109.0,109.01
2015-01-02 15:08:47,108.97,108.98
2015-01-02 15:08:48,108.99,109.0
2015-01-02 15:08:49,108.99,109.0
2015-01-02 15:08:50,109.0,109.01
2015-01-02 15:08:51,108.99,109.0
2015-01-02 15:08:52,108.99,109.0
2015-01-02 15:08:53,108.99,109.0
2015-01-02 15:08:54,108.99,109.0
2015-01-02 15:08:55,108.99,109.0
2015-01-02 15:08:56,109.0,109.01
2015-01-02 15:08:57,109.0,109.01
2015-01-02 15:08:58,108.99,109.0
2015-01-02 15:08:59,108.99,109.0
2015-01-02 15:09:00,108.99,109.0
2015-01-02 15:09:01,108.99,109.0
2015-01-02 15:09:02,108.99,109.0
2015-01-02 15:09:03,109.0,109.01
2015-01-02 15:09:04,109.0,109.01
2015-01-02 15:09:05,109.0,109.01
2015-01-02 15:09:06,108.99,109.0
2015-01-02 15:09:07,108.99,109.0
2015-01-02 15:09:08,108.99,109.0
2015-01-02 15:09:09,108.99,109.0
2015-01-02 15:09:10,108.99,109.0
2015-01-02 15:09:11,108.99,109.0
2015-01-02 15:09:12,108.99,109.0
2015-01-02 15:09:13,109.0,109.01
2015-01-02 15:09:14,109.0,109.01
2015-01-02 15:09:15,109.01,109.02
2015-01-02 15:09:16,109.01,109.01
2015-01-02 15:09:17,109.01,109.02
2015-01-02 15:09:18,109.01,109.02
2015-01-02 15:09:19,109.01,109.02
2015-01-02 15:09:20,109.0,109.01
2015-01-02 15:09:21,108.99,109.0
2015-01-02 15:09:22,108.97,108.98
2015-01-02 15:09:23,108.97,108.98
2015-01-02 15:09:24,108.97,108.98
2015-01-02 15:09:25,108.97,108.98
2015-01-02 15:09:26,108.97,108.98
2015-01-02 15:09:27,108.96,108.97
2015-01-02 15:09:28,108.95,108.96
2015-01-02 15:09:29,108.95,108.96
2015-01-02 15:09:30,108.95,108.96
2015-01-02 15:09:31,108.95,108.96
2015-01-02 15:09:32,108.95,108.96
2015-01-02 15:09:33,108.95,108.96
2015-01-02 15:09:34,108.95,108.96
2015-01-02 15:09:35,108.95,108.96
2015-01-02 15:09:36,108.95,108.96
2015-01-02 15:09:37,108.95,108.96
2015-01-02 15:09:38,108.95,108.96
2015-01-02 15:09:39,108.95,108.96
2015-01-02 15:09:40,108.94,108.95
2015-01-02 15:09:41,108.93,108.94
2015-01-02 15:09:42,108.93,108.94
2015-01-02 15:09:43,108.93,108.94
2015-01-02 15:09:44,108.92,108.93
2015-01-02 15:09:45,108.92,108.93
2015-01-02 15:09:46,108.93,108.94
2015-01-02 15:09:47,108.93,108.94
2015-01-02 15:09:48,108.92,108.93
2015-01-02 15:09:49,108.92,108.93
2015-01-02 15:09:50,108.92,108.93
2015-01-02 15:09:51,108.92,108.93
2015-01-02 15:09:52,108.92,108.93
2015-01-02 15:09:53,108.92,108.93
2015-01-02 15:09:54,108.92,108.93
2015-01-02 15:09:55,108.92,108.93
2015-01-02 15:09:56,108.92,108.93
2015-01-02 15:09:57,108.92,108.93
2015-01-02 15:09:58,108.92,108.93
2015-01-02 15:09:59,108.92,108.93
2015-01-02 15:10:00,108.92,108.93
2015-01-02 15:10:01,108.92,108.93
2015-01-02 15:10:02,108.92,108.93
2015-01-02 15:10:03,108.92,108.93
2015-01-02 15:10:04,108.92,108.93
2015-01-02 15:10:05,108.92,108.93
2015-01-02 15:10:06,108.92,108.93
2015-01-02 15:10:07,108.92,108.93
2015-01-02 15:10:08,108.92,108.93
2015-01-02 15:10:09,108.92,108.93
2015-01-02 15:10:10,108.92,108.93
2015-01-02 15:10:11,108.92,108.93
2015-01-02 15:10:12,108.92,108.93
2015-01-02 15:10:13,108.92,108.93
2015-01-02 15:10:14,108.92,108.93
2015-01-02 15:10:15,108.92,108.93
2015-01-02 15:10:16,108.92,108.93
2015-01-02 15:10:17,108.92,108.93
2015-01-02 15:10:18,108.92,108.93
2015-01-02 15:10:19,108.92,108.93
2015-01-02 15:10:20,108.92,108.93
2015-01-02 15:10:21,108.92,108.93
2015-01-02 15:10:22,108.92,108.93
2015-01-02 15:10:23,108.92,108.93
2015-01-02 15:10:24,108.92,108.93
2015-01-02 15:10:25,108.92,108.93
2015-01-02 15:10:26,108.92,108.93
2015-01-02 15:10:27,108.92,108.93
2015-01-02 15:10:28,108.92,108.93
2015-01-02 15:10:29,108.91,108.92
2015-01-02 15:10:30,108.91,108.92
2015-01-02 15:10:31,108.91,108.92
2015-01-02 15:10:32,108.91,108.92
2015-01-02 15:10:33,108.9,108.91
2015-01-02 15:10:34,108.9,108.91
2015-01-02 15:10:35,108.9,108.91
2015-01-02 15:10:36,108.9,108.91
2015-01-02 15:10:37,108.9,108.91
2015-01-02 15:10:38,108.9,108.91
2015-01-02 15:10:39,108.9,108.91
2015-01-02 15:10:40,108.9,108.91
2015-01-02 15:10:41,108.89,108.9
2015-01-02 15:10:42,108.89,108.9
2015-01-02 15:10:43,108.89,108.9
2015-01-02 15:10:44,108.89,108.9
2015-01-02 15:10:45,108.88,108.89
2015-01-02 15:10:46,108.89,108.9
2015-01-02 15:10:47,108.89,108.9
2015-01-02 15:10:48,108.89,108.9
2015-01-02 15:10:49,108.88,108.89
2015-01-02 15:10:50,108.87,108.88
2015-01-02 15:10:51,108.87,108.88
2015-01-02 15:10:52,108.87,108.88
2015-01-02 15:10:53,108.86,108.87
2015-01-02 15:10:54,108.83,108.84
2015-01-02 15:10:55,108.82,108.83
2015-01-02 15:10:56,108.8,108.81
2015-01-02 15:10:57,108.78,108.79
2015-01-02 15:10:58,108.78,108.79
2015-01-02 15:10:59,108.78,108.79
2015-01-02 15:11:00,108.78,108.79
2015-01-02 15:11:01,108.78,108.79
2015-01-02 15:11:02,108.77,108.79
2015-01-02 15:11:03,108.77,108.78
2015-01-02 15:11:04,108.78,108.79
2015-01-02 15:11:05,108.79,108.8
2015-01-02 15:11:06,108.8,108.81
2015-01-02 15:11:07,108.8,108.81
2015-01-02 15:11:08,108.8,108.81
2015-01-02 15:11:09,108.79,108.8
2015-01-02 15:11:10,108.78,108.79
2015-01-02 15:11:11,108.78,108.79
2015-01-02 15:11:12,108.77,108.78
